Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
34.0,15:00.32,,Jessica HULL,22 OCT 1996,AUS,4,,"Olympiastadion, Berlin (GER)",01 SEP 2019,1162.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14464506,toplist
35.0,15:00.61,,Sarah CHELANGAT,05 JUN 2001,UGA,2,,Nijmegen (NED),15 JUN 2019,1162.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14786748,toplist
36.0,15:00.72,,Stella CHESANG,01 DEC 1996,UGA,8,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1162.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14464203,toplist
37.0,15:01.25,,Pauline KAMULU,30 DEC 1994,KEN,1f1,,Shibetsu (JPN),13 JUL 2019,1161.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14577978,toplist
38.0,15:02.27,,Marielle HALL,28 JAN 1992,USA,2,,"Azusa, CA (USA)",09 JUL 2019,1159.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14366610,toplist
39.0,15:02.69,,Sheila CHELANGAT,11 APR 1998,KEN,10,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1158.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14695577,toplist
40.0,15:04.10,,Alina REH,23 MAY 1997,GER,11,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1155.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14507612,toplist
41.0,15:05.20,,Kim CONLEY,14 MAR 1986,USA,11,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1153.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14307978,toplist
42.0,15:05.22,,Mercy CHERONO,07 MAY 1991,KEN,1,,Kortrijk (BEL),13 JUL 2019,1153.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14288952,toplist
43.0,15:05.24,,Alemaz SAMUEL,05 JUL 1999,ETH,1,,Barcelona (ESP),17 JUL 2019,1153.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14716074,toplist
44.0,15:05.40,,Ririka HIRONAKA,24 NOV 2000,JPN,1f3,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",07 DEC 2019,1153.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14766617,toplist
45.0,15:05.79,,Siham HILALI,02 MAY 1986,MAR,12,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1152.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14290679,toplist
46.0,15:05.99,,Shannon ROWBURY,19 SEP 1984,USA,5,,"Olympiastadion, Berlin (GER)",01 SEP 2019,1151.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14320310,toplist
47.0,15:06.47,,Meselu BERHE,29 MAY 2000,ETH,2,,Barcelona (ESP),17 JUL 2019,1151.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14804515,toplist
48.0,15:06.71,,Rachel SCHNEIDER,18 JUL 1991,USA,1,,"Los Angeles, CA (USA)",16 MAY 2019,1150.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14320785,toplist
49.0,15:06.92,,Mercy Wanjiru GITAHI,28 MAR 1993,KEN,2,,Kortrijk (BEL),13 JUL 2019,1150.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14749919,toplist
50.0,15:07.35,,Desta BURKA,17 APR 2001,ETH,1,,Goleniow (POL),26 JUN 2019,1149.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14841244,toplist
51.0,15:07.50,,Aisha PRAUGHT LEER,14 DEC 1989,JAM,2,,"Los Angeles, CA (USA)",16 MAY 2019,1149.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14361190,toplist
52.0,15:07.58,,Vanessa FRASER,27 JUL 1995,USA,3,,"Azusa, CA (USA)",09 JUL 2019,1148.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14520041,toplist
53.0,15:07.70,,Anna Emilie MØLLER,28 JUL 1997,DEN,1,,"Gunder Hägg Stadion, Gävle (SWE)",14 JUL 2019,1148.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14704046,toplist
54.0,15:08.39,,Selamawit TEFERI,24 MAR 1994,ISR,3,,Kortrijk (BEL),13 JUL 2019,1147.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14794741,toplist
55.0,15:08.67,,Molly HUDDLE,31 AUG 1984,USA,1,,"Bay Shore, NY (USA)",04 SEP 2019,1146.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14313054,toplist
56.0,15:08.77,,Tabithanjeri KAMAU,03 JUL 2000,KEN,1f1,,Kitami (JPN),17 JUL 2019,1146.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14767078,toplist
57.0,15:09.62,,Jackline Chepwogen ROTICH,03 JUL 2000,KEN,2,,Carquefou (FRA),21 JUN 2019,1144.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14847912,toplist
58.0,15:10.62,,Emily SISSON,12 OCT 1991,USA,2,,"Bay Shore, NY (USA)",04 SEP 2019,1143.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14321386,toplist
59.0,15:10.64,,Jessica O'CONNELL,10 FEB 1989,CAN,2,,"Concord, MA (USA)",13 JUN 2019,1142.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14267438,toplist
60.0,15:11.11,,Amy-Eloise NEALE,05 AUG 1995,GBR,3,,"Concord, MA (USA)",13 JUN 2019,1142.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14404580,toplist
61.0,15:11.19,,Taylor WERNER,01 MAY 1998,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",07 DEC 2019,1165.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14534526,toplist
62.0,15:12.37,,Tigist GASHAW,25 DEC 1996,BRN,3,,Barcelona (ESP),17 JUL 2019,1139.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14477333,toplist
63.0,15:12.55,,Courtney FRERICHS,18 JAN 1993,USA,3f1,,"Boston, MA (USA) (i)",24 FEB 2019,1163.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14507523,toplist
64.0,15:12.72,,Naomi MUSSONI,06 DEC 1998,KEN,1f7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",30 NOV 2019,1138.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14819304,toplist
65.0,15:12.96,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1,,Sagunto (ESP),01 AUG 2019,1138.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14848732,toplist
66.0,15:13.07,,Martha MOKAYA,12 MAR 2001,KEN,2f3,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",07 DEC 2019,1138.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14700557,toplist
67.0,15:13.09,,Katie IZZO,22 DEC 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",07 DEC 2019,1162.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14614138,toplist
68.0,15:14.13,,Katrina COOGAN,15 NOV 1993,USA,4,,"Concord, MA (USA)",13 JUN 2019,1136.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14326518,toplist
69.0,15:14.21,,Hellen Ekalale LOBUN,18 MAR 1999,KEN,3f3,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",07 DEC 2019,1136.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14786743,toplist
70.0,15:14.23,,Helalia JOHANNES,13 AUG 1980,NAM,1,,"Five Rings Sports Center, Wuhan (CHN)",24 OCT 2019,1136.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14291432,toplist
71.0,15:14.64,,Lauren PAQUETTE,27 JUN 1986,USA,3,,"Los Angeles, CA (USA)",16 MAY 2019,1135.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14311688,toplist
72.0,15:14.71,,Weini KELATI FREZGHI,01 DEC 1996,ERI,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",07 DEC 2019,1159.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14877184,toplist
73.0,15:14.88,,Beyenu DEGEFA,12 JUL 1999,ETH,8,,"Olympiastadion, Berlin (GER)",01 SEP 2019,1134.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14760219,toplist
74.0,15:15.50,,Shelby HOULIHAN,08 FEB 1993,USA,1,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1133.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14368938,toplist
75.0,15:15.79,,Loice CHEMNUNG,22 FEB 1997,KEN,13,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1133.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14590680,toplist
76.0,15:15.93,,Winfred YAVI,31 DEC 1999,BRN,2,,"Five Rings Sports Center, Wuhan (CHN)",24 OCT 2019,1132.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14695622,toplist
77.0,15:16.47,,Jess JUDD,07 JAN 1995,GBR,17,,"Olympic Stadium, London (GBR)",21 JUL 2019,1131.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14336301,toplist
78.0,15:16.80,,Dolphine Nyaboke OMARE,26 JUL 2001,KEN,2f1,,Shibetsu (JPN),13 JUL 2019,1131.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14758190,toplist
79.0,15:17.13,,Mary Sipuko SIPUKO,10 MAY 1999,KEN,2f1,,Kitami (JPN),17 JUL 2019,1130.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14719683,toplist
80.0,15:17.20,,Maureen KOSTER,03 JUL 1992,NED,4,,Heusden-Zolder (BEL),20 JUL 2019,1130.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14372338,toplist
81.0,15:17.76,,Stephanie BRUCE,14 JAN 1984,USA,4,,"Los Angeles, CA (USA)",16 MAY 2019,1129.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14320297,toplist
82.0,15:18.05,,Esther CHEBET,09 OCT 1997,UGA,5,,Heusden-Zolder (BEL),20 JUL 2019,1128.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14677914,toplist
83.0,15:18.20,,Chaltu DIDA,20 SEP 1992,ETH,3,,Carquefou (FRA),21 JUN 2019,1128.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14602394,toplist
84.0,15:19.03,,Rosemary WANJIRU,09 DEC 1994,KEN,1f2,,Kumagaya (JPN),19 MAY 2019,1126.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14483460,toplist
85.0,15:19.1h,,Joyciline JEPKOSGEI,28 DEC 1993,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",03 JUL 2019,1126.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14704913,toplist
86.0,15:19.23,,Kellyn TAYLOR,22 JUL 1986,USA,5,,"Concord, MA (USA)",13 JUN 2019,1126.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14313751,toplist
87.0,15:19.74,,Hanna KLEIN,06 APR 1993,GER,10,,"Olympiastadion, Berlin (GER)",01 SEP 2019,1125.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14360692,toplist
88.0,15:19.75,,Rosie CLARKE,17 NOV 1991,GBR,18,,"Olympic Stadium, London (GBR)",21 JUL 2019,1125.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14458239,toplist
89.0,15:19.99,,Tomoka KIMURA,12 NOV 1994,JPN,1f1,,Nobeoka (JPN),04 MAY 2019,1125.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14423325,toplist
90.0,15:20.03,,Hitomi NIIYA,26 FEB 1988,JPN,6,,Heusden-Zolder (BEL),20 JUL 2019,1125.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14287407,toplist
91.0,15:20.50,,Joanne KIPKEMOI,27 NOV 1993,KEN,3f1,,Kitami (JPN),17 JUL 2019,1124.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14425795,toplist
92.0,15:20.73,,Susan JEPTOOO,07 MAR 1987,KEN,4,,Carquefou (FRA),21 JUN 2019,1123.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14523812,toplist
93.0,15:20.88,,Melissa DUNCAN,30 JAN 1990,AUS,1f3,,Kumamoto (JPN),14 APR 2019,1123.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14272171,toplist
94.0,15:21.12,,Jenny SIMPSON,23 AUG 1986,USA,1f1,,"Palo Alto, CA (USA)",02 MAY 2019,1122.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14305392,toplist
94.0,15:21.12,,Rachel CLIFF,01 APR 1988,CAN,7,,Heusden-Zolder (BEL),20 JUL 2019,1122.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14268196,toplist
96.0,15:21.38,,Roselida JEPKETER,05 NOV 2000,BRN,14,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1122.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14708964,toplist
97.0,15:21.40,,Rina NABESHIMA,16 DEC 1993,JPN,1f1,,Abashiri (JPN),22 JUL 2019,1122.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14520154,toplist
98.0,15:21.48,,Cynthia BAIRE,17 DEC 2002,KEN,,,Fukuoka (JPN),30 JUN 2019,1122.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14863185,toplist
99.0,15:21.87,,Abbey COOPER,25 MAY 1992,USA,6,,"Concord, MA (USA)",13 JUN 2019,1121.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14451797,toplist
100.0,15:22.14,,Svetlana APLACHKINA,28 NOV 1992,RUS,1,,Cheboksary (RUS),24 JUL 2019,1120.0,women_5000m,2019,https://worldathletics.org/athletes/athlete=14442634,toplist
1.0,14:06.62,,Letesenbet GIDEY,20 MAR 1998,ETH,1,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1269.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14654918,toplist
2.0,14:22.12,,Hellen OBIRI,13 DEC 1989,KEN,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1238.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14424921,toplist
3.0,14:23.92,,Shelby HOULIHAN,08 FEB 1993,USA,1,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1234.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14368938,toplist
4.0,14:26.34,,Karissa SCHWEIZER,04 MAY 1996,USA,2,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1229.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14470567,toplist
5.0,14:30.79,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1246.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14496249,toplist
6.0,14:35.44,,Laura WEIGHTMAN,01 JUL 1991,GBR,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1211.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14276688,toplist
7.0,14:37.85,,Sifan HASSAN,01 JAN 1993,NED,1,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1206.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14489606,toplist
8.0,14:40.51,,Sheila CHELANGAT,11 APR 1998,KEN,2,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1201.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14695577,toplist
9.0,14:40.70,,Yasemin CAN,11 DEC 1996,TUR,3,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1201.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14601536,toplist
10.0,14:43.80,,Jessica HULL,22 OCT 1996,AUS,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1195.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14464506,toplist
11.0,14:45.11,,Shannon ROWBURY,19 SEP 1984,USA,5,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1192.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14320310,toplist
12.0,14:46.22,,Gudaf TSEGAY,23 JAN 1997,ETH,4,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1190.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14595214,toplist
13.0,14:48.02,,Elise CRANNY,09 MAY 1996,USA,1,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1186.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14531083,toplist
14.0,14:48.51,,Vanessa FRASER,27 JUL 1995,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1210.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14520041,toplist
15.0,14:50.06,,Courtney FRERICHS,18 JAN 1993,USA,2,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1182.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14507523,toplist
16.0,14:51.91,,Emily INFELD,21 MAR 1990,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1204.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14313263,toplist
17.0,14:55.01,,Beatrice CHEPKOECH,06 JUL 1991,KEN,6,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1173.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14383286,toplist
18.0,14:55.32,,Rebecca MWANGI,15 JUN 2001,KEN,1f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1172.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14855594,toplist
19.0,14:55.83,,Hitomi NIIYA,26 FEB 1988,JPN,2f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1171.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14287407,toplist
20.0,14:57.37,,Eilish MCCOLGAN,25 NOV 1990,GBR,7,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1168.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14275729,toplist
21.0,14:58.67,,Jenny SIMPSON,23 AUG 1986,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 FEB 2020,1190.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14305392,toplist
22.0,14:59.37,,Ririka HIRONAKA,24 NOV 2000,JPN,3f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1164.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14766617,toplist
23.0,15:02.62,,Nozomi TANAKA,04 SEP 1999,JPN,1f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1158.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14632538,toplist
24.0,15:03.09,,Hellen Ekalale LOBUN,18 MAR 1999,KEN,2f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1157.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14786743,toplist
25.0,15:03.49,,Rosemary WANJIRU,09 DEC 1994,KEN,1f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1156.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14483460,toplist
26.0,15:04.32,,Joanne KIPKEMOI,27 NOV 1993,KEN,3f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1155.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14425795,toplist
27.0,15:05.78,,Kaede HAGITANI,10 OCT 2000,JPN,4f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1152.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14852027,toplist
28.0,15:06.66,,Mao ICHIYAMA,29 MAY 1997,JPN,1f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1150.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14695498,toplist
29.0,15:06.71,,Agnes Jebet TIROP,23 OCT 1995,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1150.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14289007,toplist
30.0,15:07.13,,Cynthia BAIRE,17 DEC 2002,KEN,2f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1149.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14863185,toplist
31.0,15:07.44,,Emily LIPARI,19 NOV 1992,USA,1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1173.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14315463,toplist
32.0,15:07.52,,Judy Jepngetich CHEPASKWONY,24 DEC 2002,KEN,1f2,,"Edion Stadium, Hiroshima (JPN)",29 NOV 2020,1148.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14933950,toplist
33.0,15:09.63,,Tabithanjeri KAMAU,03 JUL 2000,KEN,,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1144.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14767078,toplist
34.0,15:10.01,,Lauren PAQUETTE,27 JUN 1986,USA,1,,"Los Angeles, CA (USA)",22 AUG 2020,1144.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14311688,toplist
35.0,15:10.10,,Margaret AKIDOR,26 JUN 2002,KEN,1,,"Denka Big Swan Stadium, Niigata (JPN)",29 OCT 2020,1144.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14798242,toplist
36.0,15:10.42,,Colleen QUIGLEY,20 NOV 1992,USA,3,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1143.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14437440,toplist
37.0,15:10.98,,Gwen JORGENSEN,25 APR 1986,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1166.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14314034,toplist
38.0,15:11.11,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1142.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14375882,toplist
39.0,15:11.50,,Kellyn TAYLOR,22 JUL 1986,USA,2,,"Los Angeles, CA (USA)",22 AUG 2020,1141.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14313751,toplist
40.0,15:12.33,,Jessica TONN,15 FEB 1992,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1163.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14335825,toplist
41.0,15:13.04,,Sharon LOKEDI,10 MAR 1994,KEN,2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1162.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14684778,toplist
42.0,15:13.38,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,4,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1137.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14848732,toplist
43.0,15:13.44,,Zeyituba HUSAN,12 JAN 1999,ETH,3f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1137.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14839530,toplist
44.0,15:14.71,,Alicia MONSON,13 MAY 1998,USA,3,,"Los Angeles, CA (USA)",22 AUG 2020,1135.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14708276,toplist
45.0,15:14.76,,Erika KEMP,26 JAN 1995,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1158.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14647694,toplist
46.0,15:14.84,,Winnie JEROTICH,27 NOV 1999,KEN,5f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1134.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14899667,toplist
47.0,15:15.14,,Agnes Mwikali MUTUKU,15 DEC 2002,KEN,1f2,,"Municipal Stadium, Miyoshi (JPN)",26 SEP 2020,1134.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14915503,toplist
48.0,15:16.50,,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,5,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1131.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14274781,toplist
49.0,15:16.52,,Sayaka SATO,27 MAY 1994,JPN,5f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1131.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14594119,toplist
50.0,15:17.11,,Danielle JONES,21 AUG 1996,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 FEB 2020,1154.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14479600,toplist
51.0,15:18.06,,Dana GIORDANO,30 DEC 1993,USA,4f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1128.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14463984,toplist
52.0,15:18.82,,Stella RUTTO,1999,KEN,f1,,"Cluj Arena, Cluj-Napoca (ROU)",05 SEP 2020,1127.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14530634,toplist
53.0,15:19.21,,Stephanie BRUCE,14 JAN 1984,USA,5,,"Los Angeles, CA (USA)",22 AUG 2020,1126.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14320297,toplist
54.0,15:19.67,,Mikuni YADA,29 OCT 1999,JPN,4f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1125.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14747887,toplist
55.0,15:19.71,,Allie OSTRANDER,24 DEC 1996,USA,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1149.0,women_5000m,2020,https://worldathletics.org/athletes/athlete=14645999,toplist
